id,Name,titleProject_id,class,score,login,password
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,rF5HNX9R
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,bH8SE6e1
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,aI8nTxBx
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,uB4jMRv9
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,uZ7pRsjv
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,cQ5gFNLB
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,qG0XreyK
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,vT6c9SdG
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,wT1Nd2dE
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,eR4CtCf4
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,dK5qfGE8
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,rI03OFYh
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,eQ67h8gx
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,jW5Bnhb1
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,gK2SmhOj
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,zB5eYgQo
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,yU07alkD
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,gQ0cD6Vq
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,eE7Kn9On
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,uO96ZIIc
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,iQ1eWyXO
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,mP7LuNU0
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,iI05wpi6
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,lN3KD5Fs
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,gT9Z5Abz
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,xA7QoTO0
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,vI1iLhCV
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,fS5jUDbR
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,zW0hCQdz
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,nD5XDFrf
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,aY3keWsQ
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,kH6IFNKI
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,xS1BcdO3
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,wB3pthwZ
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,hJ3379Is
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,jV0mvtcY
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,xO9D5jTL
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,iE9ChEVi
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,uE5mZnSf
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,sU0lSboQ
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,kR6Oech3
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,wT8U3wfe
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,oX88NNtH
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,kK9AZUTh
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,yI9i8Ir8
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,iC025UuL
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,cH5P99cy
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,sV9dW85a
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,hF9lbKGw
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,yI42zVp5
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,qF65nkXn
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,aV97DBYf
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,zK2j552d
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,mM4k4EWh
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,eN0j2V6j
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,oZ3fTSQ8
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,xT1Z105x
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,kH8Bf531
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,cY0rqDFc
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,oJ3vJWap
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,pL7NtHJV
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,iX1FH9Bj
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,aK9NOuFT
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,vB25jULQ
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,rN2ZMV8c
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,oF2WIuTx
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,bU7LtKvo
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,vH1QGmJ7
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,uU30QRj0
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,fS4oEuCT
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,tS5p29gO
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,yU2tS2l2
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,fF4c9cGL
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,rP2GtybO
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,pT2cglx1
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,eD7Le4lJ
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,lR698bnP
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,nN1oP5u1
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,lU1al4iZ
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,dD8kUZXL
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,vR1MEpLE
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,bQ150d0e
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,xY5Bn5mj
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,oN728V88
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,uE2uZbjM
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,iE45rN3L
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,hG3W9m1W
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,qL4gw9rS
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,iB7QMlJ0
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,aH5GxiRg
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,pR630by7
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,yY73Dbwd
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,nX8X6rQW
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,fI45ll9g
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,wW8e4V3R
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,hI0Fv1fi
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,fC5EHOM1
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,tK0FGTm3
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,jA3tnnzZ
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,kU9ee416
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,aR9lKAnh
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,qR99jsZS
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,jY45hPGN
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,uM1mc1Uw
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,gV5upZnX
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,eA5xzdbK
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,cQ0rAp1h
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,dS8szSW8
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,zG3x2js5
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,cC7KC5NT
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,aG9jbtIp
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,bI3NV2oW
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,qX7itHpt
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,bM0z8jhi
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,nT1eZPqU
438,Милина Алена Петровна,359,8г,3,Милина_АП,aF1SMNi6
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,jF65pjCa
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,dJ5sG448
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,dV7KqIjc
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,wU7865Fh
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,jF4RxIkG
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,lI3eDy6W
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,iT4uknYW
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,rU823JNC
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,pV9L5lZ2
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,eH4gAAug
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,eP3PWGnH
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,vX89yE1t
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,gN2AOmT5
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,yF8Nr8c9
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,sF8YErF0
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,mN31E9jr
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,pK0mFsyE
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,gK6G6ucl
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,dT95lILn
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,vI4bA8VQ
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,aW4ERdty
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,dF7X60EA
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,kF7TdlrS
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,mP4e0ssO
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,rS9bwKvn
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,kH23odE5
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,cU7CRMJ7
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,zV5ZRUxA
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,eR3wNpQW
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,jO4PFpuB
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,tH34CWxA
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,qP555hoj
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,mQ3Pdj8G
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,pB63P2CB
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,jX17Kl9a
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,vV1j9h02
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,wY2XaqqQ
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,aO2K3WVl
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,eC0ff93J
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,pU1yKmRM
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,yW5Pva4d
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,cO2fITFs
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,dM75t29X
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,pZ3EWyMl
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,zM0bPz5C
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,oS0TNRnK
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,mV937sR6
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,uM5aHR6C
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,gH4Hasbl
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,hB1pH31a
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,qM1jf3ww
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,xF9MUahu
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,hG0McEqF
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,pI0Bo14T
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,aN3EWzrE
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,aA0wGft3
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,yG2yNoJ5
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,eJ0QNrmi
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,sS9MoK2G
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,uJ7MMxea
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,aE8sJVNC
